"Year","Trade.Flow","Reporter","Commodity.Code","Trade.Value..US..","Group"
2018,"Imports","Kazakhstan",801,16709,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Kazakhstan",801,26742,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,7915,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Kazakhstan",801,123,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,9046,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,2350,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,42900,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,161800,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,25700,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,37200,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,131500,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,45400,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,34500,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,38900,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,55600,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,165700,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,125800,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,137700,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,248500,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,84700,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,115800,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,44500,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,21900,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,48400,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,55700,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,62700,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Belarus",801,41800,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,142900,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,95900,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Exports","Belarus",801,131800,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,14976,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,10821,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,6793,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,9574,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,31344,"Таможенный союз, Россия, Казахстан, Беларусь"
2018,"Imports","Kazakhstan",801,8874,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Kazakhstan",801,10415,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Kazakhstan",801,101,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,18865,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,8222,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,14228,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,12609,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Belarus",801,403600,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,33300,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,29700,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,22800,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,16100,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Belarus",801,227500,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,26700,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Belarus",801,269100,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,6274,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Kazakhstan",801,79365,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,9186,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Belarus",801,217400,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,32700,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,34900,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,78200,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,66600,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Belarus",801,260300,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,37100,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,28500,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Belarus",801,35600,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,8881,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Kazakhstan",801,25,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,8767,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,16273,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Exports","Kazakhstan",801,102602,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,9938,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,11439,"Таможенный союз, Россия, Казахстан, Беларусь"
2019,"Imports","Kazakhstan",801,6321,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,199000,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,61900,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,95900,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,26200,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,355300,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,320000,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,446800,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,17800,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,27300,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,468400,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,36700,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,59400,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,371300,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Exports","Belarus",801,142400,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,59000,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,42700,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,37800,"Таможенный союз, Россия, Казахстан, Беларусь"
2020,"Imports","Belarus",801,14200,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,502,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,8183,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,9399,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,10304,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,8467,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,280,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,11342,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Exports","Kazakhstan",802,63375,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,44418,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,188460,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Exports","Kazakhstan",802,48427,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Exports","Kazakhstan",802,46386,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Exports","Kazakhstan",802,76874,"Таможенный союз, Россия, Казахстан, Беларусь"
2010,"Imports","Kazakhstan",802,974,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,54100,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,26300,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,217400,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,2100,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,23100,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,119600,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,14900,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,119700,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,12400,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,25900,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,18400,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,14800,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,400,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,50860,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,54643,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,1193,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,36480,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,22083,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,25731,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,4772,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,25046,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,2511,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,20395,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,7319,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,2200,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,26900,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,6500,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,5100,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,42000,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,11400,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,200,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,3700,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,9400,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,200,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,19500,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Belarus",802,13700,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Belarus",802,2200,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,112800,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,78300,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,193700,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,1800,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Imports","Kazakhstan",802,26200,"Таможенный союз, Россия, Казахстан, Беларусь"
2011,"Exports","Kazakhstan",802,118400,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,18000,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,309200,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,14200,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,45700,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,800,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,11400,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,70800,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,700,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,322100,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,200,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,20200,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,140600,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,13500,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,4200,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,173540,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,242860,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,79220,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,358560,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,36940,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,61970,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,232680,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,76830,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,1870,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,58290,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,4260,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,341490,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,100360,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,41100,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,105000,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,300,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Belarus",802,1500,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,15700,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,74300,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,25200,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,10400,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Belarus",802,1800,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,32070,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,238890,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,85280,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,27100,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,69340,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,57810,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,123010,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,95010,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,96770,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Imports","Kazakhstan",802,137820,"Таможенный союз, Россия, Казахстан, Беларусь"
2012,"Exports","Kazakhstan",802,130700,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,15358,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,19273,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,2661,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,10191,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,19355,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,10191,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,4475,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,2480,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,5348,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,2661,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,2480,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,19355,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,19273,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,15358,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Re-imports","Russian Federation",802,4475,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Russian Federation",802,5348,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,232523,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,49198,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,9879,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,76350,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,54371,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,120187,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,334000,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,35830,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,2783,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,14762,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,124412,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,189720,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,259239,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,394867,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,5132,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,311400,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,479400,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,33800,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,176900,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,69600,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,23100,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,159441,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,55485,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,41259,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,292244,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,163200,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,370800,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,30300,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,37300,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,200800,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,211300,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,27200,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,41700,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Kazakhstan",802,31933,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,63887,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,62315,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Kazakhstan",802,195716,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,93400,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,430900,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,41300,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,57600,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,225900,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,83300,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,221300,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Imports","Belarus",802,36400,"Таможенный союз, Россия, Казахстан, Беларусь"
2013,"Exports","Belarus",802,433800,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,71900,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,32500,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,192300,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,166900,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,93400,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,117100,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,77000,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,342600,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,81500,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,262300,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,393800,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,160500,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,192600,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,157500,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,153700,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,6230,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,98704,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,124778,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,346570,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,363068,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,13315,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,70649,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,130100,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,440600,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,214300,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,123200,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,105300,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,50400,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Belarus",802,265400,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,138700,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Belarus",802,124100,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,46801,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,244061,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,80199,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,104946,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,441812,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,100942,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,13562,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,69420,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,21186,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,242362,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,12202,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Imports","Kazakhstan",802,13797,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,178568,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,62156,"Таможенный союз, Россия, Казахстан, Беларусь"
2014,"Exports","Kazakhstan",802,39431,"Таможенный союз, Россия, Казахстан, Беларусь"
2015,"Exports","Kazakhstan",802,50882,"Таможенный союз, Россия, Казахстан, Беларусь"
2015,"Exports","Kazakhstan",802,6719,"Таможенный союз, Россия, Казахстан, Беларусь"
2015,"Imports","Kazakhstan",802,149982,"Таможенный союз, Россия, Казахстан, Беларусь"
2015,"Imports","Kazakhstan",802,469697,"Таможенный союз, Россия, Казахстан, Беларусь"
2015,"Exports","Kazakhstan",802,8418,"Таможенный союз, Россия, Казахстан, Беларусь"
2015,"Imports","Kazakhstan",802,63137,"Таможенный союз, Россия, Казахстан, Беларусь"
